"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"78372"	277	188	187	198	185	211	390	184	235	124	317	25	263	232
"13650"	581	743	516	1067	406	1084	971	1326	713	344	1262	43	1309	1478
"268395"	336	269	147	321	218	291	391	332	310	132	315	23	327	336
"17168"	235	186	119	222	158	249	321	241	229	106	266	11	278	327
"100862145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15126"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15122"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"544763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"268396"	520	1312	713	2966	400	1519	1297	3226	1125	636	3860	164	2929	3710
"327900"	93	338	276	678	85	355	263	984	276	257	639	120	539	735
"69306"	0	0	2	4	0	2	0	6	0	0	3	0	3	4
"20868"	31	237	66	367	18	254	33	559	91	84	391	69	377	444
"103583"	1720	2773	1338	2891	1437	2954	2576	3529	2431	1362	3058	457	3465	3216
"69351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14172"	0	0	2	1	1	0	1	2	1	1	2	0	0	1
"18148"	12958	10240	12296	17110	11375	8242	12818	24815	10614	9062	16344	6203	8894	14570
"666646"	560	354	732	429	471	297	486	1209	426	672	429	295	323	347
"27140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66011"	0	1	0	2	0	0	0	2	0	1	0	2	0	0
"216643"	0	3	0	2	0	2	1	1	3	2	0	0	1	7
"216644"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70357"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"16533"	3	0	0	0	0	0	0	4	1	3	0	0	1	0
"16822"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14233"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"94176"	3	0	0	0	3	1	0	0	3	0	0	0	0	0
"574403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70385"	615	515	672	558	506	553	699	967	595	596	1126	228	492	408
"20564"	4	28	0	2	0	4	1	3	0	1	0	3	0	2
"723924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"211347"	6838	18068	3919	6875	6195	9628	4715	9533	10189	5540	5579	2603	7801	5031
"723824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237730"	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"104458"	6896	7419	5226	9690	5855	8593	6268	16184	6169	4907	6835	2099	6223	7212
"211652"	2285	7246	2523	5232	1701	5118	3786	5922	2414	1782	4877	1189	4161	8045
"100504297"	3	8	3	1	2	2	0	2	5	0	3	0	11	4
"23964"	1	0	1	0	1	0	0	0	1	0	0	0	0	1
"100502917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"108645"	1701	1586	1133	1628	1229	1643	1943	1642	1906	998	1689	204	2117	2024
"15366"	1736	1811	1960	1918	1543	1657	1909	2902	2155	2206	3074	591	1474	1369
"52653"	1604	1521	1327	1836	1263	1250	1584	2441	1391	955	2346	465	1673	2256
"12450"	5705	16808	5097	10456	4669	6345	5927	12637	7070	5485	13128	5312	6392	17270
"14406"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"14394"	0	1	0	0	4	1	0	1	4	0	0	0	5	1
"14399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14401"	0	4	2	1	7	15	3	4	25	7	0	1	18	0
"791397"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"319767"	2818	6399	2538	3279	2536	5543	3359	6602	4924	4058	4537	1258	6035	3590
"387164"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"30939"	320	230	249	206	274	290	408	264	334	144	353	15	379	308
"193116"	1161	1711	1441	1978	1077	1556	1460	3478	1434	1583	1573	765	2001	2104
"69183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"380694"	338	99	297	112	316	135	377	201	312	255	120	29	143	34
"16204"	3	14	0	1	3	1234	0	18	2407	32	1	1	19	2
"70802"	1089	702	1086	847	882	820	1088	2064	1359	1267	850	252	822	591
"66827"	592	676	634	729	475	632	718	1232	671	564	875	351	731	931
"11548"	0	0	0	0	0	0	0	0	1	0	0	0	0	3
"16160"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"79560"	592	493	464	690	406	427	548	1258	535	360	854	176	700	735
"74315"	1538	1670	1388	1061	1188	2343	2182	1816	2022	1486	2124	117	1819	1060
"13591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100504255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100009664"	0	0	1	0	0	0	3	1	0	0	0	0	0	0
"216705"	5587	6844	5678	6402	4730	5585	6707	10731	5861	6068	6602	2983	6128	5821
"72290"	357	279	198	421	273	393	521	523	469	204	450	26	419	332
"66628"	291	197	269	303	259	238	307	577	241	212	299	118	231	289
"214105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11492"	0	0	0	0	0	0	0	6	0	0	0	0	1	0
"214112"	0	0	0	0	0	2	0	0	0	0	0	0	1	1
"76884"	0	1	2	0	0	1	1	1	2	1	0	2	3	1
"320116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16428"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100503965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"432552"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"66213"	418	517	451	658	408	403	469	1346	405	387	560	134	513	578
"171285"	1	2	0	1	0	0	0	1	1	0	0	0	2	0
"210535"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"675689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"407814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"347708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237749"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"171284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"620678"	10946	9868	9586	11734	9031	9344	14519	15522	10860	6823	11238	1932	11604	12432
"171283"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"276891"	1	0	0	0	0	0	0	0	0	0	0	0	1	0
"24052"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"100504337"	4	1	0	3	2	3	4	2	1	1	4	0	5	8
"14694"	19232	12615	9331	17097	13993	17577	27669	15335	21183	6188	16448	997	19168	21240
"100216534"	48	33	35	34	28	34	68	44	53	41	78	9	39	71
"100216540"	12	7	4	8	4	3	5	14	7	10	17	0	10	10
"211007"	809	955	552	875	594	1085	981	1606	971	577	888	136	1098	953
"94089"	119	141	111	124	111	134	216	231	150	114	185	34	124	87
"100861855"	11	15	14	10	6	18	11	20	27	25	16	7	25	8
"15944"	514	643	636	866	445	613	975	1331	739	689	1256	109	806	1374
"432555"	0	7	5	17	0	5	9	10	3	29	27	0	16	40
"620913"	0	2	1	1	0	0	2	0	0	2	6	0	2	14
"667214"	0	3	1	6	0	0	2	8	0	1	26	0	5	55
"21822"	0	0	1	5	0	0	1	3	0	1	5	0	4	24
"245240"	0	7	0	56	0	3	10	12	1	3	69	0	17	155
"18356"	0	0	1	0	2	0	5	1	0	3	0	1	1	2
"100039796"	0	0	3	0	0	0	0	0	0	1	1	0	2	7
"15953"	47	20	67	97	28	11	117	53	55	68	89	0	98	173
"258334"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"258877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237754"	2	2	0	3	0	2	2	5	8	3	3	0	4	2
"22720"	1049	858	1424	1651	941	823	1223	4456	1426	1654	1213	321	1058	1079
"17308"	808	953	489	799	589	1107	1169	942	969	441	833	105	1158	945
"258463"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"258462"	0	2	1	1	0	0	1	0	0	0	1	1	3	1
"18307"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"258460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259068"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"259069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258459"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"257888"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258027"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"258464"	0	0	0	1	0	0	1	0	1	0	1	0	0	2
"404337"	0	0	1	0	0	1	0	5	1	0	2	0	3	3
"257971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"404336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14257"	0	0	0	5	0	0	3	0	0	0	1	0	0	5
"68662"	0	0	0	0	0	1	0	0	0	0	1	0	0	0
"104625"	2036	3484	1899	3548	1705	3027	2619	4575	2966	1952	5266	633	2979	3316
"666899"	139	84	163	82	152	87	117	368	105	123	82	70	87	70
"14584"	15	8	9	2	9	1	3	1	4	0	0	5	0	0
"26420"	1884	1664	1378	1482	1510	1371	1523	2496	1870	1355	1475	396	1483	1214
"74563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59044"	702	267	348	210	281	233	262	344	265	119	100	190	68	509
"723845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76795"	1325	1939	1055	1677	1146	1882	1649	2701	1683	1016	1530	361	1775	2015
"68067"	116	80	91	118	101	95	148	248	132	82	95	12	82	92
"18412"	3026	4426	1529	4976	2493	6125	2986	5691	2872	1206	3727	699	5813	7089
"103534"	2977	1978	1238	1982	2114	4924	3177	3925	4502	1636	1980	195	4335	2087
"17001"	28	16	20	19	16	16	65	21	32	20	12	0	42	45
"103806"	526	902	480	1341	458	1089	881	2047	747	491	1010	101	1051	1346
"12330"	15533	19926	13458	17808	13098	16406	15824	25273	20399	14369	19532	6037	16601	16314
"100049547"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"59013"	5357	4857	6556	7443	4608	4436	6341	14270	6150	6641	8790	1933	6569	6826
"216724"	489	655	487	714	415	548	527	1517	520	520	846	355	694	818
"216725"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"30944"	2	3	13	12	3	0	21	25	7	10	16	2	12	9
"214779"	4	4	6	3	6	1	3	6	5	6	1	0	2	5
"108072"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"237758"	14	3	40	15	11	5	29	40	16	27	18	0	11	10
"22678"	185	99	173	168	148	93	171	266	163	167	173	36	184	134
"27274"	4	2	6	2	6	1	5	10	4	6	3	0	2	0
"74408"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21408"	58	57	126	89	58	44	119	217	67	117	93	24	109	75
"619293"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"622699"	0	0	0	0	0	0	0	0	0	0	0	11	0	0
"193286"	1	1	0	1	4	0	3	1	0	0	5	0	5	3
"12750"	906	661	800	717	599	557	827	1418	865	759	782	122	884	712
"237759"	2	2	1	3	2	1	10	5	2	3	1	2	4	0
"72947"	332	557	240	414	241	363	398	529	344	194	449	149	470	653
"15384"	22197	17965	18759	24131	19852	16351	22377	40392	19914	15522	30183	5770	20940	23988
"52530"	2018	1383	1198	1973	1708	1523	2024	2774	1405	776	2884	301	1590	2414
"66089"	277	252	156	371	177	355	298	487	274	110	360	26	389	440
"212706"	217	155	147	392	174	281	380	686	241	91	399	8	360	280
"97775"	205	116	192	128	125	111	259	168	157	100	293	2	164	119
"66050"	440	454	319	482	373	406	514	791	454	307	473	92	563	416
"77371"	1866	5051	1508	2057	1640	2385	1518	2623	2223	1665	2049	986	1999	2005
"66397"	1343	2093	688	755	996	1269	1068	806	1071	510	936	482	1052	1029
"100861762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76901"	721	513	534	1044	477	606	890	1195	833	503	1016	82	886	1259
"52626"	1905	1443	1721	2150	1585	1522	2168	3182	1897	1456	2098	342	1692	1901
"22210"	1985	2185	1673	2174	1470	1743	2445	2414	2219	1471	1955	511	2579	2552
"213084"	107	146	125	136	94	125	125	313	94	143	116	59	112	149
"19052"	6794	8532	5548	8580	5663	8624	7895	12805	7692	5054	8534	1772	9047	9713
"100526467"	4	4	2	9	2	4	10	1	3	1	14	0	9	6
"211472"	0	0	1	0	0	0	0	0	0	0	2	0	1	0
"257871"	1	14	9	22	1	2	11	12	2	10	8	0	20	25
"276865"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21402"	6015	7231	5285	6865	4956	7599	9303	8388	7478	4567	7808	1327	7691	7263
"21414"	360	268	521	763	348	358	739	1136	431	353	838	52	556	638
"399633"	0	0	5	1	1	2	2	1	1	0	2	0	3	0
"22333"	11514	11876	7708	8822	9097	10493	12256	10578	10828	6386	10460	2116	9534	9012
"213673"	2676	2845	2288	3473	2185	2875	3781	3956	3213	1812	3453	439	3581	4156
"320027"	5	4	1	2	4	58	10	71	107	17	1	8	37	3
"790909"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15525"	10680	12267	10778	13744	9143	8439	10667	23015	9678	9508	17911	6683	11516	14299
"67966"	147	191	160	334	163	134	178	565	135	85	312	63	156	273
"93736"	2301	6804	2508	6676	1986	5395	3180	8793	3867	3054	6321	1466	7354	6358
"259301"	440	409	20	1	344	48	102	3	63	6	7	36	6	4
"22272"	3182	2175	1029	1226	2289	2483	3176	1300	2027	540	1555	225	1944	1671
"14566"	30	29	7	0	22	0	14	5	3	2	2	1	3	0
"100038498"	4	1	3	3	0	1	3	0	1	2	0	0	2	2
"71774"	14	28	42	27	12	1	63	11	7	7	30	3	24	39
"432561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237761"	332	1119	250	657	308	699	357	1063	355	245	350	418	387	504
"100503690"	1	2	0	2	0	2	0	2	0	0	1	0	0	0
"20362"	876	2177	1191	2660	779	2403	1637	4071	1911	1497	2712	451	2933	3394
"319650"	2	8	7	0	5	3	3	3	3	4	3	0	4	7
"16568"	468	771	642	935	412	608	663	1402	471	520	937	374	808	1021
"16189"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16163"	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"19360"	1985	2170	2808	3003	1738	1874	2378	6140	2277	3504	2978	1275	2297	2176
"16191"	0	0	1	0	0	0	0	0	1	0	0	0	1	2
"16362"	409	544	1057	866	300	550	1903	1516	451	1197	902	172	1970	1064
"622459"	2	0	10	2	3	1	18	4	3	12	6	0	4	3
"20520"	445	557	231	473	314	545	513	560	461	279	418	115	518	478
"56517"	213	223	129	149	124	259	253	225	243	135	162	29	232	159
"30805"	182	405	74	162	159	293	193	137	252	50	137	44	146	264
"30794"	1	10	6	86	2	1	24	15	1	1	49	6	18	111
"18452"	634	713	542	409	496	861	884	878	585	429	274	49	582	288
"71056"	0	3	0	0	0	0	0	0	0	0	0	0	1	1
"12981"	6	39	0	10	2	3	0	2	0	1	6	18	2	17
"16187"	1	3	0	0	0	0	0	0	0	0	0	0	0	0
"216739"	22	8	17	6	29	1	13	1	5	4	2	1	3	1
"100503752"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"74847"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216742"	929	1786	897	1069	817	1115	976	2257	1446	1122	868	417	1175	933
"192786"	1097	1950	1137	2445	933	1784	1409	4324	1974	1635	3088	485	2712	2452
"72729"	1678	3809	1139	3243	1260	3509	2258	3132	2069	968	3153	625	2596	4427
"432562"	2	8	1	11	0	7	2	11	3	0	13	0	1	19
"75530"	152	124	117	120	117	86	133	243	133	115	99	54	67	78
"15254"	3992	3145	2044	2955	2998	3569	3822	3460	3232	1341	3669	583	3204	4083
"14778"	56	33	16	14	34	10	18	3	13	5	12	18	11	16
"57783"	1108	1859	994	1798	940	1519	1243	2835	1121	841	1516	460	1794	2552
"11749"	115	168	213	797	98	131	285	381	128	80	997	47	598	2247
"100503818"	0	3	3	1	1	1	2	2	5	3	2	0	1	7
"52570"	75	69	65	51	66	54	72	77	60	41	66	3	60	57
"14667"	879	701	642	1020	706	584	966	877	928	612	1330	113	1189	2436
"215332"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"246049"	1	3	1	2	0	2	2	3	0	2	2	1	7	2
"100862205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"215335"	305	372	190	314	185	377	348	371	440	190	442	29	617	436
"245827"	1	4	5	22	0	12	6	16	6	7	39	1	28	54
"100862216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20692"	0	0	0	0	0	0	0	3	1	0	1	0	0	0
"11927"	453	492	232	355	366	600	691	241	443	106	728	22	578	636
"27041"	6733	5313	4528	8781	5120	5500	7811	9977	7192	3674	10523	907	7108	8307
"100303747"	1	3	4	3	1	0	2	0	1	1	5	0	1	3
"14654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216749"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14799"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"67726"	1941	2681	1882	2092	1609	2093	2512	3466	2037	1992	1741	632	2210	1996
"216760"	804	1436	880	1115	650	1115	1181	1667	1084	697	1247	221	1151	1138
"171212"	1352	1141	729	694	997	1789	1534	1142	2121	970	1027	237	1898	955
"71154"	1	0	0	0	0	1	0	0	3	1	0	2	0	2
"50724"	324	402	244	279	258	403	393	430	415	234	278	72	390	314
"15110"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73158"	8088	7164	5858	11048	6868	8156	8994	20660	8685	5980	11420	1730	9432	10439
"676527"	2	11	6	11	2	3	9	10	3	2	20	0	15	15
"667947"	10	3	7	9	3	4	11	15	5	5	8	0	3	7
"69125"	910	862	777	981	699	850	1226	1464	1047	669	1074	214	1017	1017
"216766"	1494	1252	1064	2331	1085	1393	1843	3375	1718	855	2846	132	1533	1923
"216767"	458	417	377	373	359	349	515	600	361	272	538	177	386	422
"631323"	0	1	5	1	0	0	7	2	0	9	2	0	0	2
"16145"	21	23	56	60	17	21	78	103	23	39	43	6	110	167
"54396"	28	49	67	91	26	39	96	138	50	81	84	15	109	212
"73988"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"103836"	537	371	452	454	401	414	650	615	534	331	671	66	723	486
"319475"	397	334	306	376	275	352	537	536	425	244	403	46	408	319
"79566"	382	437	319	370	293	555	631	436	425	217	570	36	547	436
"70163"	19190	25427	11677	8786	14782	18863	17721	14109	10673	9463	10204	8376	22835	10634
"69864"	20	14	19	9	11	189	51	47	183	76	7	5	340	22
"624860"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"403200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18329"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"257932"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"100502887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258879"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258261"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"257892"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100503950"	106	94	966	318	19	7	270	82	10	65	360	339	187	607
"78354"	2065	1720	13375	5560	519	173	12396	889	178	1042	6009	2200	4090	12120
"258373"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"216781"	0	0	0	0	0	0	2	0	0	0	0	0	1	1
"404346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"257931"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"257917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75429"	53	20	27	10	45	18	27	16	33	7	7	6	16	2
"258529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258530"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237769"	43	25	61	29	32	22	53	40	58	60	30	3	41	40
"69944"	113	183	130	204	106	158	170	381	143	128	177	35	237	148
"22698"	130	96	165	126	115	80	136	309	163	189	139	33	155	76
"192194"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"108660"	1841	1334	974	1726	1337	1738	2269	1619	1531	584	2449	130	1765	1958
"78303"	2	0	2	3	1	4	4	9	0	5	6	0	15	9
"382522"	0	2	3	0	3	1	1	0	0	3	0	1	6	1
"319162"	138	145	112	160	111	268	172	185	260	90	178	32	487	199
"56631"	1	2	1	0	0	3	3	2	4	1	1	0	2	0
"75694"	24	16	16	15	18	21	26	25	24	21	32	4	30	25
"94091"	335	348	264	340	267	364	447	530	339	189	503	24	429	545
"380698"	21	14	13	8	10	25	15	13	26	7	7	0	32	7
"100038596"	1	0	2	1	0	0	0	0	1	0	0	0	1	0
"216792"	371	275	185	293	245	348	462	332	309	121	325	31	374	280
"100862303"	1	1	1	1	0	4	1	4	2	0	6	0	5	0
"118454"	0	0	1	0	0	0	1	0	0	0	0	0	2	1
"14923"	807	550	361	510	559	803	788	677	633	220	540	100	630	624
"72203"	363	269	287	162	256	220	324	318	369	235	163	42	242	121
"67212"	414	378	261	271	306	329	464	423	336	210	426	66	329	328
"67862"	252	232	250	266	249	265	304	527	247	210	306	77	210	258
"11840"	6088	8331	3807	6187	5009	7393	6882	6941	6609	3250	7461	1361	7453	7538
"22416"	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"216795"	5	11	1	10	3	15	12	6	1	1	3	0	22	7
"216797"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"67826"	375	409	303	465	319	552	591	583	434	211	596	48	559	920
"194952"	343	341	295	389	311	315	482	679	430	288	529	61	428	416
"237775"	121	85	115	142	79	96	130	203	165	90	135	22	184	179
"268417"	1535	835	745	1696	1163	1261	1797	2108	1670	614	1329	87	1374	1405
"74476"	145	57	128	39	105	66	209	100	154	103	91	4	99	48
"216799"	1	2	2	0	0	2	1	2	2	2	0	0	0	0
"257962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"257886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26936"	2540	3786	2164	5180	1853	2964	3468	5262	3102	2017	6140	660	4622	8021
"69320"	1	0	2	1	0	1	2	2	0	2	2	0	5	4
"194908"	14	3	4	2	11	6	5	1	8	1	5	0	3	4
"216805"	420	478	210	399	277	631	547	614	576	189	393	29	674	418
"100504104"	8	4	7	6	12	6	11	16	11	2	13	0	14	7
"26572"	1926	2157	1667	2043	1696	1971	2062	2838	2089	1500	2345	607	1993	2164
"103850"	212	228	99	183	160	199	238	212	208	93	169	20	216	191
"100504121"	1	0	2	4	1	4	1	0	5	4	3	0	1	0
"192191"	493	335	250	309	382	450	556	348	547	208	448	48	413	378
"19416"	46	22	21	28	46	78	63	65	167	66	14	1	338	17
"18618"	51	42	21	41	51	68	80	51	67	21	48	1	83	57
"19377"	716	784	685	1152	466	891	995	1359	936	534	1279	84	984	1653
"100504140"	10	9	7	6	9	5	10	9	8	18	11	5	6	6
"20787"	2118	2236	1149	1880	1537	2833	3372	1728	2447	965	2545	189	3068	2754
"216810"	773	2093	458	1299	571	2033	1008	1313	1183	538	1184	222	1707	1910
"74665"	40	56	29	27	36	57	38	28	35	18	21	5	27	24
"246782"	632	584	424	533	468	601	663	618	581	280	745	94	676	604
"66771"	1723	1370	1201	1531	1414	1386	1801	2476	2029	1193	1079	170	1194	1002
"13495"	1054	935	605	970	850	995	1205	1194	812	451	1240	85	963	1143
"17910"	6	0	3	2	2	5	1	1	1	0	0	0	2	2
"268420"	5674	7272	3854	6143	4579	8585	7067	10134	6282	3216	5341	600	6518	4453
"100504161"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16897"	937	828	671	1034	733	1305	1542	1128	1191	496	1476	55	1702	1327
"14248"	2758	4531	2232	3593	2217	4460	3464	4531	3376	2361	4493	882	4611	5187
"237781"	97	125	60	94	78	144	158	117	108	47	164	6	176	228
"100628625"	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"21975"	357	298	297	428	270	361	457	582	434	234	571	57	515	601
"237782"	1054	1678	948	1740	885	1565	1406	2838	1594	1054	2133	291	2003	1862
"20425"	2423	1172	1442	1979	1852	1690	2989	2005	2929	1264	2835	147	2082	1764
"637900"	10	9	7	6	13	5	12	7	11	6	9	6	10	4
"216820"	871	761	409	664	629	811	922	849	891	296	759	89	660	678
"216821"	892	686	701	850	792	756	1004	1513	829	465	795	206	729	819
"24083"	151	217	125	219	87	307	279	268	273	133	209	8	306	279
"24082"	61	70	43	46	55	63	54	60	51	46	38	7	50	47
"26397"	2219	2972	884	1878	1725	2617	2006	2030	2057	728	2872	449	2192	2262
"16515"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"57916"	0	0	1	0	1	0	1	2	0	0	1	0	0	0
"216825"	3079	3365	2563	3912	2530	3849	4387	4856	3845	2302	4038	532	4018	4374
"11670"	0	11	4	8	0	0	4	1	0	3	1485	1	32	154
"11671"	3271	7790	1263	1979	2964	3294	2170	2050	2823	1258	2475	743	2859	2613
"100862356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"380701"	5	2	0	0	1	0	0	0	2	0	1	0	0	0
"67473"	81	154	3	4	83	26	3	2	35	1	2	41	2	1
"626150"	2	2	5	4	2	5	3	3	6	3	6	0	6	6
"22671"	0	1	0	0	0	1	1	0	4	0	0	0	1	0
"76293"	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"23939"	338	344	290	397	288	456	466	790	381	228	494	42	548	547
"73216"	0	1	0	0	0	0	1	0	0	0	0	0	2	1
"27078"	46	71	60	127	41	98	115	179	73	43	167	29	157	190
"13855"	313	448	311	830	279	529	541	1122	504	298	829	80	843	968
"71520"	5	1	1	3	5	1	9	11	9	1	1	0	14	3
"109342"	3	5	1	2	0	2	1	5	4	0	2	0	13	6
"69640"	625	920	407	1032	446	1169	781	1782	860	360	1180	92	1581	1463
"212627"	244	172	122	198	150	183	209	218	250	81	219	40	170	202
"29869"	345	493	265	610	296	535	423	813	528	408	484	85	495	618
"56697"	614	861	482	915	493	790	778	1406	876	667	984	144	965	905
"432572"	1023	2344	1068	1778	870	1675	1309	2788	1311	1226	1999	870	1965	2112
"100862391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11541"	20	7	10	4	6	0	8	0	1	1	1	1	0	1
"69747"	139	79	40	69	99	90	128	77	94	58	56	15	93	85
"72795"	779	828	592	736	618	666	700	1364	863	704	598	157	829	675
"20185"	7498	12316	7164	8734	6626	8368	7732	18677	10195	9998	8070	3698	9188	7184
"327942"	361	312	212	265	303	309	291	485	277	197	271	74	240	243
"73139"	1842	1111	1404	677	1606	783	1596	1144	1140	936	897	579	736	647
"100503292"	7	6	5	11	10	9	4	5	9	2	13	4	12	12
